"date.value","campaign.id","adProduct.value","metric.totalCost","budgetCurrency.value"
"2026-03-23","495677195822245","Sponsored Brands","0.00","USD"
"2026-03-16","1069464513580","Sponsored Products","6.35","USD"
"2026-03-25","452065263384491","Sponsored Brands","2.60","USD"
"2026-03-20","407444835513369","Sponsored Brands","0.00","CAD"
"2026-03-29","96060745446945","Sponsored Products","1.45","USD"
"2026-03-27","48433117829801","Sponsored Products","2.42","USD"
"2026-03-27","2414736156339","Sponsored Products","0.99","USD"
"2026-03-04","48758698369103","Sponsored Products","5.08","USD"
"2026-03-04","156989235380210","Sponsored Products","203.50","USD"
"2026-03-19","215966552761313","Sponsored Products","0.00","USD"
"2026-03-24","291680855614624","Sponsored Brands","0.69","GBP"
"2026-03-24","259323671730401","Sponsored Products","10.12","USD"
"2026-03-20","276488907454289","Sponsored Products","0.00","USD"
"2026-03-20","348184859637636","Sponsored Brands","0.00","USD"
"2026-03-23","238790977416237","Sponsored Products","0.00","USD"
"2026-03-30","277250351840071","Sponsored Products","2.96","USD"
"2026-03-01","115764500761375","Sponsored Products","9.56","USD"
"2026-03-18","153491409585454","Sponsored Products","6.92","USD"
"2026-03-23","205764417979436","Sponsored Products","0.00","USD"
"2026-03-20","439663157752722","Sponsored Brands","1.10","USD"
"2026-03-30","43460676635147","Sponsored Products","0.00","USD"
"2026-03-13","65271102777505","Sponsored Products","0.00","USD"
"2026-03-28","93539819506468","Sponsored Products","0.00","USD"
"2026-03-24","174719285602701","Sponsored Products","0.33","USD"
"2026-03-24","216925562826343","Sponsored Products","0.00","USD"
"2026-03-17","271002646812055","Sponsored Products","0.00","USD"
"2026-03-22","245503802057093","Sponsored Products","0.00","USD"
"2026-03-08","126638359335345","Sponsored Products","0.00","USD"
"2026-03-28","156989235380210","Sponsored Products","194.16","USD"
"2026-03-13","1861066386589","Sponsored Products","0.00","USD"
"2026-03-27","40237294180920","Sponsored Products","0.00","USD"
"2026-03-10","83677388471868","Sponsored Products","0.00","USD"
"2026-03-10","194512325763287","Sponsored Products","0.00","USD"
"2026-03-15","199076365376964","Sponsored Products","3.88","USD"
"2026-03-14","134777743429986","Sponsored Products","15.17","USD"
"2026-03-25","482686146435604","Sponsored Brands","1.52","USD"
"2026-03-02","48433117829801","Sponsored Products","6.81","USD"
"2026-03-09","279125239605082","Sponsored Products","0.00","USD"
"2026-03-21","164743561215297","Sponsored Products","0.00","USD"
"2026-03-18","261580610725925","Sponsored Products","0.00","AUD"
"2026-03-04","138135222992233","Sponsored Products","0.00","USD"
"2026-03-04","455100983218716","Sponsored Brands","4.52","USD"
"2026-03-06","102474552529229","Sponsored Products","0.00","USD"
"2026-03-30","56338703455249","Sponsored Products","0.00","USD"
"2026-03-18","102474552529229","Sponsored Products","0.00","USD"
"2026-03-01","39061317933304","Sponsored Products","0.00","USD"
"2026-03-02","138135222992233","Sponsored Products","1.29","USD"
"2026-03-18","202838039381314","Sponsored Products","7.81","USD"
"2026-03-30","94121140300347","Sponsored Products","1.05","USD"
"2026-03-31","124202126398060","Sponsored Products","0.26","USD"
"2026-03-05","168803396873792","Sponsored Products","0.00","USD"
"2026-03-25","233888031600237","Sponsored Products","0.00","USD"
"2026-03-20","101965336081409","Sponsored Products","0.00","USD"
"2026-03-12","140453739775668","Sponsored Products","0.00","USD"
"2026-03-25","188279469264899","Sponsored Products","0.00","USD"
"2026-03-23","491366396962687","Sponsored Brands","0.78","USD"
"2026-03-21","259323671730401","Sponsored Products","8.08","USD"
"2026-03-21","243038183553247","Sponsored Products","0.00","USD"
"2026-03-21","154118694541854","Sponsored Products","0.00","USD"
"2026-03-03","54386198712419","Sponsored Products","0.00","USD"
"2026-03-23","164743561215297","Sponsored Products","0.00","USD"
"2026-03-20","53404531347848","Sponsored Products","0.00","USD"
"2026-03-30","276488907454289","Sponsored Products","0.00","USD"
"2026-03-30","126638359335345","Sponsored Products","0.00","USD"
"2026-03-21","168803396873792","Sponsored Products","0.00","USD"
"2026-03-12","539931100075119","Sponsored Brands","4.29","USD"
"2026-03-12","115943131527635","Sponsored Products","12.16","USD"
"2026-03-12","257373022214500","Sponsored Products","0.00","USD"
"2026-03-25","158171452508120","Sponsored Products","0.00","USD"
"2026-03-16","79620432535917","Sponsored Products","1.93","USD"
"2026-03-29","186804517918072","Sponsored Products","1.58","USD"
"2026-03-29","1861066386589","Sponsored Products","0.58","USD"
"2026-03-15","194512325763287","Sponsored Products","0.00","USD"
"2026-03-21","482686146435604","Sponsored Brands","1.69","USD"
"2026-03-23","53404531347848","Sponsored Products","0.00","USD"
"2026-03-13","19228716944861","Sponsored Products","0.00","USD"
"2026-03-05","189380234928822","Sponsored Products","0.00","USD"
"2026-03-13","158724595401869","Sponsored Products","0.00","USD"
"2026-03-21","348184859637636","Sponsored Brands","0.00","USD"
"2026-03-31","257373022214500","Sponsored Products","0.00","USD"
"2026-03-11","325883174926875","Sponsored Brands","0.00","USD"
"2026-03-29","128770506922317","Sponsored Products","0.00","USD"
"2026-03-10","231848232455644","Sponsored Products","0.76","USD"
"2026-03-11","164743561215297","Sponsored Products","0.00","USD"
"2026-03-19","154118694541854","Sponsored Products","0.00","USD"
"2026-03-13","491366396962687","Sponsored Brands","1.22","USD"
"2026-03-19","192968792078402","Sponsored Products","3.56","USD"
"2026-03-28","277250351840071","Sponsored Products","8.14","USD"
"2026-03-26","239175797857758","Sponsored Products","1.68","USD"
"2026-03-14","246452377117901","Sponsored Products","3.50","USD"
